246	0.000000	0.000000	0.000000
1	12.000000	0.000000	0.000000
2	18.000000	0.000000	0.000000
247	30.000000	0.000000	0.000000
3	13.000000	0.000000	4.000000
4	17.000000	0.000000	4.000000
5	12.000000	3.000000	0.000000
6	18.000000	3.000000	0.000000
7	17.000000	3.000000	4.000000
8	13.000000	3.000000	4.000000
252	0.000000	3.000000	0.000000
256	30.000000	3.000000	0.000000
258	1.000000	0.000000	0.000000
259	2.000000	0.000000	0.000000
260	3.000000	0.000000	0.000000
261	4.000000	0.000000	0.000000
262	5.000000	0.000000	0.000000
263	6.000000	0.000000	0.000000
264	7.000000	0.000000	0.000000
265	8.000000	0.000000	0.000000
266	9.000000	0.000000	0.000000
267	10.000000	0.000000	0.000000
268	11.000000	0.000000	0.000000
269	19.000000	0.000000	0.000000
270	20.000000	0.000000	0.000000
271	21.000000	0.000000	0.000000
272	22.000000	0.000000	0.000000
273	23.000000	0.000000	0.000000
274	24.000000	0.000000	0.000000
275	25.000000	0.000000	0.000000
276	26.000000	0.000000	0.000000
277	27.000000	0.000000	0.000000
278	28.000000	0.000000	0.000000
279	29.000000	0.000000	0.000000
14	12.250000	0.000000	1.000000
15	12.500000	0.000000	2.000000
16	12.750000	0.000000	3.000000
17	17.750000	0.000000	1.000000
18	17.500000	0.000000	2.000000
19	17.250000	0.000000	3.000000
20	16.333333	0.000000	4.000000
21	15.666667	0.000000	4.000000
22	15.000000	0.000000	4.000000
23	14.333333	0.000000	4.000000
24	13.666667	0.000000	4.000000
30	17.750000	3.000000	1.000000
31	17.500000	3.000000	2.000000
32	17.250000	3.000000	3.000000
33	16.333333	3.000000	4.000000
34	15.666667	3.000000	4.000000
35	15.000000	3.000000	4.000000
36	14.333333	3.000000	4.000000
37	13.666667	3.000000	4.000000
38	12.750000	3.000000	3.000000
39	12.500000	3.000000	2.000000
40	12.250000	3.000000	1.000000
41	12.000000	0.500000	0.000000
42	12.000000	1.000000	0.000000
43	12.000000	1.500000	0.000000
44	12.000000	2.000000	0.000000
45	12.000000	2.500000	0.000000
46	18.000000	0.500000	0.000000
47	18.000000	1.000000	0.000000
48	18.000000	1.500000	0.000000
49	18.000000	2.000000	0.000000
50	18.000000	2.500000	0.000000
51	17.000000	0.500000	4.000000
52	17.000000	1.000000	4.000000
53	17.000000	1.500000	4.000000
54	17.000000	2.000000	4.000000
55	17.000000	2.500000	4.000000
56	13.000000	0.500000	4.000000
57	13.000000	1.000000	4.000000
58	13.000000	1.500000	4.000000
59	13.000000	2.000000	4.000000
60	13.000000	2.500000	4.000000
327	1.000000	3.000000	0.000000
328	2.000000	3.000000	0.000000
329	3.000000	3.000000	0.000000
330	4.000000	3.000000	0.000000
331	5.000000	3.000000	0.000000
332	6.000000	3.000000	0.000000
333	7.000000	3.000000	0.000000
334	8.000000	3.000000	0.000000
335	9.000000	3.000000	0.000000
336	10.000000	3.000000	0.000000
337	11.000000	3.000000	0.000000
359	0.000000	0.500000	0.000000
360	0.000000	1.000000	0.000000
361	0.000000	1.500000	0.000000
362	0.000000	2.000000	0.000000
363	0.000000	2.500000	0.000000
389	19.000000	3.000000	0.000000
390	20.000000	3.000000	0.000000
391	21.000000	3.000000	0.000000
392	22.000000	3.000000	0.000000
393	23.000000	3.000000	0.000000
394	24.000000	3.000000	0.000000
395	25.000000	3.000000	0.000000
396	26.000000	3.000000	0.000000
397	27.000000	3.000000	0.000000
398	28.000000	3.000000	0.000000
399	29.000000	3.000000	0.000000
416	30.000000	0.500000	0.000000
417	30.000000	1.000000	0.000000
418	30.000000	1.500000	0.000000
419	30.000000	2.000000	0.000000
420	30.000000	2.500000	0.000000
101	17.750000	0.500000	1.000000
102	17.750000	1.000000	1.000000
103	17.750000	1.500000	1.000000
104	17.750000	2.000000	1.000000
105	17.750000	2.500000	1.000000
106	17.500000	0.500000	2.000000
107	17.500000	1.000000	2.000000
108	17.500000	1.500000	2.000000
109	17.500000	2.000000	2.000000
110	17.500000	2.500000	2.000000
111	17.250000	0.500000	3.000000
112	17.250000	1.000000	3.000000
113	17.250000	1.500000	3.000000
114	17.250000	2.000000	3.000000
115	17.250000	2.500000	3.000000
116	16.333333	0.500000	4.000000
117	16.333333	1.000000	4.000000
118	16.333333	1.500000	4.000000
119	16.333333	2.000000	4.000000
120	16.333333	2.500000	4.000000
121	15.666667	0.500000	4.000000
122	15.666667	1.000000	4.000000
123	15.666667	1.500000	4.000000
124	15.666667	2.000000	4.000000
125	15.666667	2.500000	4.000000
126	15.000000	0.500000	4.000000
127	15.000000	1.000000	4.000000
128	15.000000	1.500000	4.000000
129	15.000000	2.000000	4.000000
130	15.000000	2.500000	4.000000
131	14.333333	0.500000	4.000000
132	14.333333	1.000000	4.000000
133	14.333333	1.500000	4.000000
134	14.333333	2.000000	4.000000
135	14.333333	2.500000	4.000000
136	13.666667	0.500000	4.000000
137	13.666667	1.000000	4.000000
138	13.666667	1.500000	4.000000
139	13.666667	2.000000	4.000000
140	13.666667	2.500000	4.000000
141	12.250000	0.500000	1.000000
142	12.250000	1.000000	1.000000
143	12.250000	1.500000	1.000000
144	12.250000	2.000000	1.000000
145	12.250000	2.500000	1.000000
146	12.500000	0.500000	2.000000
147	12.500000	1.000000	2.000000
148	12.500000	1.500000	2.000000
149	12.500000	2.000000	2.000000
150	12.500000	2.500000	2.000000
151	12.750000	0.500000	3.000000
152	12.750000	1.000000	3.000000
153	12.750000	1.500000	3.000000
154	12.750000	2.000000	3.000000
155	12.750000	2.500000	3.000000
561	1.000000	0.500000	0.000000
562	1.000000	1.000000	0.000000
563	1.000000	1.500000	0.000000
564	1.000000	2.000000	0.000000
565	1.000000	2.500000	0.000000
566	2.000000	0.500000	0.000000
567	2.000000	1.000000	0.000000
568	2.000000	1.500000	0.000000
569	2.000000	2.000000	0.000000
570	2.000000	2.500000	0.000000
571	3.000000	0.500000	0.000000
572	3.000000	1.000000	0.000000
573	3.000000	1.500000	0.000000
574	3.000000	2.000000	0.000000
575	3.000000	2.500000	0.000000
576	4.000000	0.500000	0.000000
577	4.000000	1.000000	0.000000
578	4.000000	1.500000	0.000000
579	4.000000	2.000000	0.000000
580	4.000000	2.500000	0.000000
581	5.000000	0.500000	0.000000
582	5.000000	1.000000	0.000000
583	5.000000	1.500000	0.000000
584	5.000000	2.000000	0.000000
585	5.000000	2.500000	0.000000
586	6.000000	0.500000	0.000000
587	6.000000	1.000000	0.000000
588	6.000000	1.500000	0.000000
589	6.000000	2.000000	0.000000
590	6.000000	2.500000	0.000000
591	7.000000	0.500000	0.000000
592	7.000000	1.000000	0.000000
593	7.000000	1.500000	0.000000
594	7.000000	2.000000	0.000000
595	7.000000	2.500000	0.000000
596	8.000000	0.500000	0.000000
597	8.000000	1.000000	0.000000
598	8.000000	1.500000	0.000000
599	8.000000	2.000000	0.000000
600	8.000000	2.500000	0.000000
601	9.000000	0.500000	0.000000
602	9.000000	1.000000	0.000000
603	9.000000	1.500000	0.000000
604	9.000000	2.000000	0.000000
605	9.000000	2.500000	0.000000
606	10.000000	0.500000	0.000000
607	10.000000	1.000000	0.000000
608	10.000000	1.500000	0.000000
609	10.000000	2.000000	0.000000
610	10.000000	2.500000	0.000000
611	11.000000	0.500000	0.000000
612	11.000000	1.000000	0.000000
613	11.000000	1.500000	0.000000
614	11.000000	2.000000	0.000000
615	11.000000	2.500000	0.000000
851	19.000000	0.500000	0.000000
852	19.000000	1.000000	0.000000
853	19.000000	1.500000	0.000000
854	19.000000	2.000000	0.000000
855	19.000000	2.500000	0.000000
856	20.000000	0.500000	0.000000
857	20.000000	1.000000	0.000000
858	20.000000	1.500000	0.000000
859	20.000000	2.000000	0.000000
860	20.000000	2.500000	0.000000
861	21.000000	0.500000	0.000000
862	21.000000	1.000000	0.000000
863	21.000000	1.500000	0.000000
864	21.000000	2.000000	0.000000
865	21.000000	2.500000	0.000000
866	22.000000	0.500000	0.000000
867	22.000000	1.000000	0.000000
868	22.000000	1.500000	0.000000
869	22.000000	2.000000	0.000000
870	22.000000	2.500000	0.000000
871	23.000000	0.500000	0.000000
872	23.000000	1.000000	0.000000
873	23.000000	1.500000	0.000000
874	23.000000	2.000000	0.000000
875	23.000000	2.500000	0.000000
876	24.000000	0.500000	0.000000
877	24.000000	1.000000	0.000000
878	24.000000	1.500000	0.000000
879	24.000000	2.000000	0.000000
880	24.000000	2.500000	0.000000
881	25.000000	0.500000	0.000000
882	25.000000	1.000000	0.000000
883	25.000000	1.500000	0.000000
884	25.000000	2.000000	0.000000
885	25.000000	2.500000	0.000000
886	26.000000	0.500000	0.000000
887	26.000000	1.000000	0.000000
888	26.000000	1.500000	0.000000
889	26.000000	2.000000	0.000000
890	26.000000	2.500000	0.000000
891	27.000000	0.500000	0.000000
892	27.000000	1.000000	0.000000
893	27.000000	1.500000	0.000000
894	27.000000	2.000000	0.000000
895	27.000000	2.500000	0.000000
896	28.000000	0.500000	0.000000
897	28.000000	1.000000	0.000000
898	28.000000	1.500000	0.000000
899	28.000000	2.000000	0.000000
900	28.000000	2.500000	0.000000
901	29.000000	0.500000	0.000000
902	29.000000	1.000000	0.000000
903	29.000000	1.500000	0.000000
904	29.000000	2.000000	0.000000
905	29.000000	2.500000	0.000000
